roll,pitch,yaw,accX,accY,accZ
72.19,8.6,20.0,-134.0,-301.0,559.0
79.67,7.31,12.07,-207.0,-678.0,988.0
85.65,4.88,6.32,-148.0,-214.0,536.0
88.56,2.9,3.26,-963.0,-926.0,-306.0
87.12,2.51,3.39,-876.0,-906.0,-53.0
82.48,3.22,7.12,-802.0,-538.0,-885.0
75.03,2.49,16.11,-599.0,-46.0,729.0
67.0,-2.53,-36.88,-732.0,-556.0,640.0
62.49,-10.96,-77.64,-701.0,-534.0,982.0
61.82,-18.47,-108.75,-622.0,-669.0,573.0
58.53,-17.37,-107.23,-860.0,-415.0,817.0
55.11,-8.39,-84.9,-26.0,-978.0,651.0
57.62,2.32,57.05,-658.0,-188.0,821.0
,,,,,
66.85,8.78,37.71,-114.0,-255.0,195.0
56.06,37.85,100.37,-466.0,-273.0,793.0
55.65,37.56,101.24,-129.0,-311.0,738.0
55.5,37.43,101.56,-934.0,-326.0,614.0
55.08,36.97,102.76,-50.0,-414.0,171.0
54.81,36.18,103.79,-121.0,-612.0,119.0
54.46,35.01,103.14,-221.0,-341.0,84.0
53.63,32.42,103.08,-400.0,-235.0,503.0
52.89,28.81,102.97,-938.0,-121.0,770.0
52.94,25.22,100.54,-102.0,-143.0,333.0
53.63,21.8,95.91,-350.0,-46.0,694.0
54.14,17.78,91.23,-286.0,-216.0,795.0
54.13,13.2,87.54,-528.0,-768.0,709.0
53.32,7.81,86.14,-580.0,-372.0,549.0
51.56,0.32,90.57,-409.0,-606.0,327.0
50.56,-8.91,-99.63,-72.0,-831.0,728.0
51.1,-17.21,-108.1,-489.0,-524.0,145.0
51.17,-20.63,-109.94,-481.0,-880.0,910.0
49.29,-15.6,-100.29,-188.0,-360.0,832.0
50.02,-6.19,-82.89,-831.0,-541.0,435.0
54.19,1.95,63.82,-234.0,-526.0,461.0
57.71,7.15,50.85,-278.0,-809.0,80.0
57.46,6.22,50.11,-62.0,-180.0,991.0
54.67,-0.27,-60.49,-407.0,-59.0,713.0
51.75,-10.18,-80.63,-221.0,-319.0,740.0
52.54,-19.91,-101.54,-521.0,-638.0,210.0
52.78,-17.36,-102.44,-538.0,-757.0,338.0
53.0,-9.31,-89.39,-854.0,-293.0,783.0
55.46,-0.05,-69.32,-81.0,-471.0,329.0
,,,,,
56.28,13.03,81.59,-248.0,-333.0,199.0
94.5,157.92,16.49,-983.0,-190.0,-450.0
92.47,159.08,17.78,-333.0,-364.0,-106.0
89.42,18.78,19.54,461.0,-255.0,-269.0
86.01,15.9,21.32,167.0,-45.0,-139.0
82.44,12.54,22.71,202.0,-639.0,-968.0
78.85,8.83,23.59,230.0,-119.0,-717.0
75.41,5.16,23.65,655.0,-775.0,-652.0
72.22,1.64,22.65,734.0,-49.0,-990.0
69.01,-1.72,-21.25,411.0,-370.0,-151.0
65.58,-4.78,-19.87,397.0,-765.0,-568.0
61.75,-7.69,-18.78,-703.0,-111.0,-978.0
57.47,-11.1,-18.61,-248.0,-309.0,-841.0
53.2,-14.9,-19.26,-421.0,-454.0,-769.0
49.23,-19.24,-21.08,-468.0,-679.0,-65.0
46.4,-25.13,-24.72,-20.0,-874.0,297.0
45.54,-32.31,-30.62,-161.0,-177.0,265.0
46.18,-36.47,-35.3,-83.0,-885.0,539.0
45.14,-33.16,-29.95,-441.0,-638.0,581.0
44.92,-26.53,-20.04,-613.0,-248.0,333.0
46.38,-18.42,-11.22,-169.0,-339.0,593.0
48.98,-10.79,-5.22,-186.0,-534.0,-634.0
51.62,-8.75,-1.79,-145.0,-760.0,-376.0
53.03,-10.72,-1.23,-363.0,-98.0,-925.0
53.81,-13.49,-3.37,-298.0,-280.0,-805.0
54.84,-18.44,-7.97,-499.0,-710.0,-886.0
58.37,-25.69,-17.96,-264.0,-119.0,312.0
,,,,,
71.36,-4.04,-6.5,-139.0,-699.0,38.0
4.28,54.08,176.94,-419.0,394.0,32.0
7.65,56.78,171.38,-422.0,411.0,87.0
12.37,58.29,161.96,-772.0,-237.0,-417.0
18.02,59.08,149.34,-846.0,-772.0,-579.0
24.15,59.12,134.96,-742.0,-105.0,-368.0
30.28,57.63,121.03,-18.0,-990.0,-214.0
35.28,54.23,109.1,-353.0,-246.0,-216.0
38.93,49.49,98.78,-686.0,-36.0,-457.0
41.24,44.23,89.66,-618.0,-283.0,-490.0
42.49,39.15,80.96,-622.0,-594.0,-385.0
42.72,34.3,72.74,-817.0,-290.0,-71.0
41.77,29.07,64.86,-129.0,-639.0,561.0
40.08,23.09,57.49,-111.0,-697.0,16.0
38.12,16.58,50.69,-285.0,-812.0,-877.0
35.41,11.72,44.85,-138.0,-3.0,-446.0
31.9,6.72,40.37,-218.0,-260.0,-534.0
28.62,0.75,37.09,-197.0,-791.0,116.0
26.76,-5.65,-34.43,-693.0,-905.0,567.0
27.98,-9.45,-31.52,-654.0,-998.0,181.0
31.86,-7.3,-26.86,-331.0,-510.0,450.0
36.29,-0.12,-20.7,-405.0,-94.0,-813.0
38.68,5.92,16.43,-922.0,-982.0,-692.0
37.81,5.17,16.26,-757.0,-810.0,-93.0
34.52,-4.04,-20.26,-890.0,-494.0,5.0
34.04,-18.14,-28.11,-215.0,-12.0,355.0
36.78,-19.45,-32.96,-794.0,-179.0,693.0
40.58,-11.76,-27.73,-244.0,-50.0,150.0
,,,,,
60.39,-15.02,-33.82,-569.0,-92.0,292.0
-15.31,-28.83,168.45,-989.0,-489.0,601.0
-10.37,-28.11,172.06,-317.0,-935.0,628.0
-4.88,-27.63,176.41,-502.0,-161.0,734.0
1.18,27.69,179.03,5.0,111.0,776.0
7.72,27.53,173.82,83.0,668.0,948.0
14.17,26.48,167.93,356.0,854.0,142.0
20.32,24.37,161.61,688.0,480.0,940.0
26.06,21.79,154.9,935.0,536.0,763.0
31.02,19.19,147.71,127.0,273.0,665.0
35.23,16.09,140.44,320.0,330.0,323.0
38.62,11.96,133.35,485.0,161.0,825.0
41.06,10.3,123.52,684.0,100.0,357.0
42.82,10.89,110.95,-870.0,-366.0,180.0
43.26,9.62,99.88,-621.0,-241.0,444.0
42.59,8.03,91.98,-872.0,-870.0,182.0
40.23,6.79,86.21,-611.0,-426.0,745.0
36.62,3.67,83.77,-815.0,-20.0,100.0
34.54,2.14,81.67,-184.0,-546.0,622.0
37.14,8.5,74.17,-792.0,-567.0,411.0
44.2,14.85,63.84,-775.0,-109.0,605.0
54.12,20.53,51.75,-392.0,-318.0,776.0
62.84,25.35,41.48,-700.0,-159.0,-437.0
63.17,24.4,38.51,-515.0,-388.0,-761.0
,,,,,
53.26,1.67,48.31,-770.0,-773.0,755.0
1.6,44.8,161.13,50.0,783.0,53.0
14.9,58.11,143.9,960.0,164.0,852.0
36.9,62.61,123.77,-764.0,349.0,788.0
52.1,60.43,108.18,-964.0,951.0,439.0
65.83,58.08,88.43,-170.0,558.0,478.0
76.72,54.91,70.24,-200.0,337.0,559.0
81.45,51.46,60.61,-71.0,764.0,603.0
79.62,48.53,59.3,-415.0,414.0,673.0
70.59,44.63,66.24,-18.0,522.0,919.0
56.19,35.92,82.43,-569.0,347.0,718.0
43.88,18.14,103.9,-259.0,397.0,292.0
39.29,-5.83,-119.2,-702.0,-279.0,445.0
41.99,-26.58,-125.51,-389.0,-26.0,347.0
48.01,-36.82,-128.81,-261.0,-792.0,361.0
45.51,-32.54,-130.31,-216.0,-959.0,888.0
39.06,-11.77,-123.06,-684.0,-942.0,75.0
44.33,14.63,102.18,-665.0,-885.0,574.0
57.36,28.85,76.39,-676.0,-7.0,482.0
69.37,34.11,59.23,-588.0,-474.0,988.0
76.68,35.36,50.5,-803.0,-889.0,154.0
79.98,35.74,46.61,-489.0,-411.0,-575.0
73.63,34.66,54.61,-866.0,-649.0,-110.0
57.84,27.55,81.71,-883.0,-154.0,-631.0
,,,,,
67.55,-43.79,-138.57,-456.0,-14.0,984.0
-14.87,-6.02,159.03,851.0,412.0,229.0
-13.58,-1.22,168.47,947.0,753.0,585.0
-11.83,-5.42,178.82,173.0,888.0,377.0
9.23,11.5,170.23,800.0,563.0,183.0
5.62,17.23,158.79,609.0,830.0,864.0
1.18,21.48,147.16,915.0,435.0,504.0
3.83,23.39,135.78,985.0,476.0,877.0
8.98,24.13,124.55,37.0,196.0,200.0
13.73,23.99,113.35,-190.0,506.0,471.0
17.42,22.17,103.08,-995.0,-330.0,-487.0
19.43,17.23,95.18,-863.0,-363.0,-869.0
19.48,8.42,90.41,-980.0,-163.0,160.0
19.01,-2.41,-87.19,-306.0,-605.0,455.0
19.53,-10.7,-84.51,-712.0,-829.0,995.0
21.75,-10.12,-80.95,-229.0,-352.0,767.0
56.22,21.03,44.04,-704.0,-469.0,-979.0
58.98,19.63,40.97,-844.0,-431.0,-549.0
58.25,18.11,41.19,-124.0,-395.0,-426.0
53.91,15.04,45.65,-458.0,-468.0,-176.0
47.91,7.59,55.4,-106.0,-476.0,815.0
43.55,-5.77,-72.48,-29.0,-572.0,33.0
43.36,-20.81,-92.13,-766.0,-261.0,475.0
44.18,-27.16,-100.58,-84.0,-758.0,631.0
40.79,-17.34,-92.3,-587.0,-758.0,3.0
41.5,0.5,73.86,-885.0,-828.0,488.0
,,,,,
60.49,-18.49,-111.73,-700.0,-783.0,955.0
-23.87,-7.06,167.33,-645.0,-805.0,599.0
-23.39,-6.15,166.81,-678.0,-838.0,722.0
-23.17,-5.26,166.1,-745.0,-768.0,54.0
-23.23,-4.88,164.92,-606.0,-693.0,381.0
-23.39,-5.11,163.42,-361.0,-643.0,626.0
-23.6,-4.57,162.27,-694.0,-612.0,43.0
-23.12,-3.1,162.9,-603.0,-861.0,530.0
-21.09,-1.97,166.47,-579.0,-965.0,352.0
-17.5,-9.54,172.31,680.0,607.0,307.0
-13.41,-16.66,179.6,803.0,155.0,866.0
8.34,22.78,171.52,625.0,403.0,384.0
1.94,26.92,161.35,295.0,972.0,149.0
5.52,30.26,149.89,71.0,539.0,134.0
13.63,33.12,137.45,985.0,831.0,877.0
22.15,34.23,124.56,-818.0,232.0,795.0
29.33,32.09,113.29,-592.0,538.0,126.0
34.1,28.18,103.26,-657.0,-208.0,-976.0
35.53,22.42,94.67,-752.0,-479.0,-952.0
35.26,15.49,87.69,-776.0,-974.0,-184.0
33.47,6.99,82.59,-983.0,-435.0,623.0
31.48,-3.42,-80.34,-143.0,-974.0,738.0
31.33,-12.12,-79.4,-957.0,-701.0,35.0
32.63,-10.86,-74.1,-534.0,-445.0,566.0
36.86,-1.67,-63.83,-655.0,-379.0,275.0
45.14,8.29,50.91,-757.0,-175.0,911.0
55.1,13.94,39.2,-681.0,-634.0,720.0
62.85,13.08,31.0,-675.0,-730.0,266.0
,,,,,
68.37,3.93,21.42,-106.0,-657.0,-387.0
-24.57,-7.1,165.22,-745.0,-312.0,151.0
-22.62,-6.84,166.04,-435.0,-217.0,776.0
-21.0,-5.81,166.35,-572.0,-194.0,466.0
-19.78,-4.34,166.15,-684.0,-185.0,440.0
-18.99,-2.22,165.43,-720.0,-283.0,615.0
-18.66,-0.4,164.23,-257.0,-328.0,177.0
-18.73,-2.29,162.54,-410.0,-65.0,733.0
-19.28,-4.68,160.84,-920.0,-133.0,265.0
-19.38,-6.97,160.06,-972.0,-504.0,209.0
-18.09,-6.63,162.24,-76.0,-932.0,509.0
-15.63,-6.17,166.92,-375.0,-537.0,819.0
-12.02,-7.57,172.64,-4.0,-82.0,185.0
-7.28,-9.4,179.0,710.0,279.0,858.0
1.8,11.24,173.61,730.0,156.0,403.0
4.45,15.07,165.71,865.0,611.0,118.0
11.44,18.14,157.8,430.0,601.0,671.0
19.12,20.71,149.61,970.0,131.0,210.0
27.3,23.01,140.29,402.0,970.0,673.0
34.32,22.07,130.47,-279.0,982.0,966.0
38.65,17.85,121.42,-24.0,462.0,517.0
39.38,10.16,114.86,-775.0,117.0,342.0
38.03,-3.27,-112.45,-107.0,-70.0,957.0
37.56,-18.97,-111.57,-966.0,-402.0,689.0
37.73,-26.62,-108.64,-909.0,-667.0,399.0
37.81,-22.33,-102.24,-516.0,-486.0,684.0
40.61,-12.99,-92.51,-517.0,-901.0,91.0
46.02,-2.14,-76.72,-287.0,-427.0,76.0
,,,,,
66.83,9.92,42.4,-538.0,-587.0,222.0
-18.44,-7.5,150.93,-162.0,-813.0,453.0
-15.16,-8.07,155.03,-120.0,-468.0,208.0
-11.38,-9.74,160.16,219.0,114.0,446.0
-7.18,-11.48,165.93,324.0,672.0,444.0
-2.73,-12.27,172.31,417.0,430.0,721.0
1.68,-12.39,-179.16,647.0,119.0,937.0
6.15,11.78,173.69,344.0,763.0,148.0
10.56,9.65,166.27,866.0,734.0,51.0
14.92,4.07,159.53,282.0,743.0,776.0
19.33,-5.26,-153.77,357.0,573.0,267.0
23.53,-15.17,-148.28,-345.0,-432.0,682.0
27.29,-23.95,-142.54,-4.0,-82.0,121.0
30.22,-30.31,-137.07,-601.0,-570.0,527.0
31.56,-28.58,-133.4,-817.0,-128.0,362.0
32.91,-18.2,-130.62,-152.0,-439.0,48.0
36.35,-3.73,-124.73,-801.0,-472.0,772.0
42.8,11.02,110.11,-319.0,-530.0,995.0
50.43,20.1,87.26,-509.0,-631.0,568.0
53.68,19.96,75.05,-200.0,-178.0,409.0
52.49,13.82,77.27,-945.0,-925.0,372.0
50.08,3.7,89.51,-809.0,-805.0,974.0
49.55,-10.19,-107.34,-679.0,-361.0,702.0
51.18,-19.01,-117.88,-587.0,-737.0,339.0
51.01,-13.94,-114.18,-167.0,-662.0,129.0
52.67,-5.95,-102.66,-341.0,-182.0,194.0
56.39,1.59,83.97,-191.0,-583.0,7.0
59.68,7.54,64.89,-964.0,-377.0,702.0
,,,,,
64.86,12.5,61.29,-660.0,-715.0,538.0
42.57,-1.12,-90.79,-783.0,-203.0,341.0
49.61,5.82,72.86,-641.0,-730.0,209.0
54.86,10.49,54.17,-854.0,-530.0,203.0
55.68,9.47,45.92,-510.0,-593.0,-295.0
52.91,5.31,47.04,-88.0,-883.0,926.0
48.96,-3.56,-57.32,-340.0,-78.0,729.0
48.48,-17.77,-79.52,-99.0,-907.0,944.0
51.75,-25.17,-98.34,-253.0,-741.0,172.0
51.26,-16.82,-92.92,-996.0,-586.0,564.0
52.7,-5.86,-76.76,-127.0,-532.0,202.0
55.98,3.38,57.32,-423.0,-822.0,915.0
57.67,9.19,45.88,-11.0,-705.0,-50.0
55.94,8.24,45.18,-1.0,-553.0,993.0
52.61,1.97,52.45,-477.0,-359.0,233.0
50.37,-9.86,-70.69,-833.0,-389.0,795.0
51.79,-18.79,-90.18,-531.0,-565.0,99.0
52.61,-13.52,-86.93,-992.0,-143.0,353.0
55.6,-4.7,-71.24,-101.0,-450.0,246.0
61.08,2.9,50.76,-31.0,-201.0,59.0
65.43,7.67,36.65,-413.0,-754.0,871.0
66.38,8.05,33.14,-126.0,-80.0,331.0
64.22,4.79,37.98,-734.0,-129.0,384.0
60.21,-1.94,-54.1,-858.0,-270.0,36.0
57.99,-11.42,-81.71,-82.0,-996.0,736.0
58.11,-15.66,-99.18,-237.0,-306.0,631.0
57.85,-9.84,-90.31,-493.0,-91.0,643.0
60.12,-2.21,-69.3,-98.0,-338.0,2.0
64.87,4.1,45.26,-549.0,-113.0,308.0
,,,,,
58.77,-2.19,-93.36,-500.0,-990.0,449.0
40.23,6.91,112.16,-546.0,-662.0,51.0
44.66,10.88,104.49,-2.0,-96.0,665.0
50.63,15.97,93.14,-146.0,-965.0,294.0
55.97,20.07,79.33,-921.0,-763.0,857.0
57.26,20.55,72.53,-7.0,-720.0,550.0
53.33,14.69,80.87,-891.0,-241.0,944.0
48.07,3.19,99.33,-254.0,-109.0,137.0
46.29,0.81,105.03,-569.0,-112.0,190.0
48.99,9.16,96.24,-62.0,-14.0,700.0
55.45,18.49,80.4,-215.0,-153.0,843.0
61.91,25.75,64.49,-107.0,-723.0,73.0
61.7,27.01,63.98,-815.0,-545.0,759.0
54.3,21.31,79.57,-881.0,-136.0,103.0
45.7,8.58,103.08,-475.0,-336.0,821.0
43.83,7.87,107.81,-354.0,-256.0,705.0
47.61,16.26,99.6,-423.0,-503.0,359.0
55.01,24.34,83.06,-606.0,-305.0,910.0
59.57,27.1,70.94,-203.0,-120.0,926.0
56.21,23.03,76.07,-326.0,-810.0,730.0
49.41,11.47,94.94,-186.0,-785.0,438.0
46.86,3.85,107.5,-223.0,-923.0,333.0
49.61,8.34,103.77,-48.0,-803.0,120.0
55.8,15.59,88.07,-655.0,-972.0,870.0
61.8,19.97,68.49,-944.0,-602.0,231.0
60.64,17.3,69.11,-4.0,-555.0,781.0
54.71,7.58,90.03,-33.0,-489.0,857.0
,,,,,
59.93,30.85,142.7,-213.0,480.0,433.0
39.27,23.74,121.75,395.0,343.0,792.0
43.23,19.56,110.96,429.0,267.0,308.0
45.97,14.69,101.1,-214.0,239.0,582.0
47.02,9.03,92.91,-738.0,349.0,962.0
46.12,0.81,89.36,-289.0,-629.0,695.0
44.43,-13.41,-94.14,-273.0,-557.0,740.0
45.55,-29.28,-101.64,-312.0,-347.0,811.0
47.33,-35.28,-102.57,-29.0,-966.0,628.0
47.39,-29.63,-96.12,-592.0,-489.0,366.0
49.33,-19.15,-82.92,-182.0,-662.0,386.0
52.76,-7.05,-60.36,-227.0,-813.0,182.0
55.83,1.19,43.28,-841.0,-875.0,-142.0
56.43,1.54,39.43,-818.0,-908.0,-738.0
53.85,-1.94,-44.57,-658.0,-640.0,-824.0
49.11,-9.14,-57.03,-589.0,-827.0,183.0
45.41,-20.59,-74.86,-188.0,-775.0,338.0
44.72,-31.65,-89.28,-341.0,-889.0,546.0
42.93,-33.13,-90.46,-482.0,-589.0,400.0
42.75,-27.88,-86.02,-13.0,-11.0,619.0
46.35,-19.85,-78.98,-870.0,-914.0,491.0
53.07,-11.17,-68.77,-410.0,-301.0,821.0
62.33,-4.0,-53.15,-718.0,-468.0,440.0
72.28,1.46,29.91,-485.0,-921.0,32.0
79.91,2.34,13.39,-413.0,-280.0,-302.0
83.5,-0.06,-6.08,-228.0,-453.0,-840.0
83.55,-1.59,-5.04,-875.0,-718.0,-834.0
79.26,-2.06,-10.67,-824.0,-871.0,-606.0
,,,,,
48.24,-17.83,-67.41,-541.0,-752.0,360.0
-6.04,-23.24,178.57,833.0,593.0,544.0
0.45,25.97,173.4,30.0,697.0,759.0
8.39,30.45,164.7,382.0,461.0,238.0
20.78,38.75,155.11,229.0,54.0,221.0
41.93,48.71,141.37,62.0,821.0,78.0
65.87,49.53,114.26,822.0,245.0,309.0
78.89,43.07,79.9,-628.0,816.0,358.0
84.83,35.97,53.29,-810.0,181.0,410.0
88.89,30.13,33.18,-102.0,599.0,85.0
91.79,155.04,21.2,-31.0,826.0,506.0
92.04,159.53,16.89,-691.0,421.0,567.0
89.86,16.68,16.89,-526.0,269.0,341.0
85.26,13.42,20.58,-452.0,154.0,975.0
77.91,9.6,30.76,-90.0,724.0,332.0
69.02,1.37,61.1,-70.0,889.0,596.0
63.58,-14.38,-111.28,-830.0,-655.0,839.0
67.7,-31.39,-130.27,-252.0,-100.0,247.0
76.92,-41.35,-133.37,-978.0,-622.0,998.0
78.47,-44.04,-132.26,-57.0,-311.0,326.0
64.37,-38.06,-127.21,-451.0,-549.0,289.0
52.96,-21.25,-114.31,-434.0,-567.0,60.0
51.71,-0.14,-85.85,-411.0,-26.0,407.0
59.21,15.44,54.6,-967.0,-499.0,558.0
66.63,20.59,40.98,-829.0,-526.0,508.0
69.27,19.84,38.06,-937.0,-853.0,179.0
70.18,20.08,38.4,-8.0,-327.0,595.0
67.94,18.2,42.72,-660.0,-480.0,749.0
,,,,,
79.71,18.97,27.05,-393.0,-839.0,959.0
3.39,18.26,179.37,803.0,536.0,320.0
2.7,16.0,171.64,585.0,140.0,932.0
8.61,12.88,164.04,493.0,186.0,471.0
14.39,10.63,156.6,147.0,888.0,941.0
19.88,7.05,149.76,296.0,24.0,3.0
24.74,1.36,143.77,938.0,922.0,135.0
29.15,-5.79,-138.89,708.0,530.0,620.0
33.69,-14.66,-135.38,-692.0,-667.0,269.0
39.06,-24.85,-133.01,-422.0,-503.0,225.0
45.01,-33.61,-131.16,-101.0,-487.0,180.0
48.58,-36.45,-130.27,-58.0,-548.0,177.0
45.37,-28.05,-128.35,-707.0,-434.0,232.0
42.1,-7.65,-117.45,-634.0,-734.0,536.0
47.0,14.49,89.43,-789.0,-301.0,648.0
59.95,28.67,59.39,-293.0,-412.0,577.0
69.94,30.7,46.06,-203.0,-395.0,38.0
71.4,27.68,43.71,-775.0,-457.0,682.0
71.43,26.26,43.68,-978.0,-669.0,78.0
68.49,23.48,47.51,-372.0,-40.0,76.0
61.46,15.0,66.41,-759.0,-166.0,198.0
55.9,0.48,105.35,-657.0,-856.0,447.0
55.78,-12.86,-127.82,-852.0,-301.0,760.0
57.58,-20.43,-134.4,-325.0,-624.0,917.0
56.01,-19.11,-133.47,-29.0,-672.0,346.0
51.9,-6.93,-121.7,-430.0,-194.0,433.0
53.3,11.37,90.56,-566.0,-315.0,918.0
63.91,26.09,55.66,-871.0,-960.0,344.0
,,,,,
71.16,18.62,34.75,-29.0,-53.0,178.0
-13.89,-15.04,169.27,935.0,954.0,110.0
-8.39,-16.83,174.17,293.0,187.0,719.0
2.27,21.57,179.86,788.0,623.0,425.0
4.25,26.57,172.71,615.0,640.0,800.0
11.58,32.95,163.65,789.0,853.0,729.0
20.84,38.74,152.4,881.0,212.0,307.0
30.42,40.51,138.57,-718.0,127.0,705.0
41.34,40.63,121.67,-748.0,494.0,300.0
50.8,37.46,105.35,-943.0,133.0,20.0
57.13,33.44,91.46,-550.0,764.0,545.0
60.97,29.8,78.66,-761.0,253.0,464.0
61.86,25.66,70.75,-464.0,-414.0,60.0
59.68,20.37,69.94,-825.0,-859.0,780.0
55.43,12.43,77.76,-742.0,-729.0,171.0
51.62,-0.16,-95.73,-896.0,-866.0,970.0
51.6,-15.48,-115.32,-896.0,-159.0,259.0
56.61,-28.31,-126.48,-854.0,-174.0,614.0
55.2,-26.08,-125.96,-958.0,-980.0,614.0
50.52,-12.53,-112.89,-971.0,-333.0,976.0
51.49,3.07,89.01,-272.0,-887.0,189.0
57.53,16.1,61.48,-183.0,-586.0,285.0
63.34,20.25,47.32,-206.0,-448.0,308.0
63.02,17.98,46.65,-12.0,-590.0,728.0
58.8,12.99,55.77,-595.0,-611.0,690.0
54.14,2.04,78.16,-493.0,-298.0,903.0
52.7,-11.36,-107.0,-964.0,-234.0,981.0
55.13,-21.38,-121.82,-208.0,-165.0,931.0
52.11,-15.72,-117.22,-65.0,-635.0,507.0
,,,,,
65.96,16.78,48.59,-320.0,-530.0,90.0
-19.07,-13.04,164.22,-855.0,-568.0,743.0
-17.74,-10.71,164.78,-8.0,-229.0,691.0
-16.87,-8.12,164.92,-63.0,-295.0,332.0
-16.3,-5.83,164.65,-471.0,-657.0,168.0
-15.87,-3.64,164.17,-769.0,-38.0,272.0
-15.68,-1.79,163.22,-681.0,-211.0,480.0
-15.8,-0.65,162.25,-784.0,-891.0,677.0
