roll,pitch,yaw,accX,accY,accZ
-1.27,-20.91,80.27,598.0,-191.0,-150.0
1.48,-21.02,-88.89,649.0,655.0,383.0
4.41,-20.6,-98.93,398.0,708.0,906.0
7.78,-19.9,-110.28,313.0,473.0,362.0
11.48,-18.67,-122.54,441.0,613.0,552.0
15.45,-17.37,-135.34,490.0,617.0,392.0
19.23,-15.73,-148.03,335.0,547.0,212.0
22.4,-13.49,-160.68,212.0,262.0,256.0
24.58,-10.35,-173.08,775.0,903.0,210.0
25.88,5.98,174.69,71.0,898.0,598.0
26.06,2.18,162.69,-610.0,-57.0,978.0
25.53,-2.07,-150.96,-118.0,-490.0,914.0
24.55,-6.48,-140.02,-982.0,-620.0,787.0
23.21,-9.91,-129.94,-752.0,-695.0,803.0
21.65,-12.81,-120.74,-967.0,-60.0,864.0
20.4,-15.48,-112.63,-727.0,-495.0,872.0
19.42,-17.26,-105.21,-411.0,-769.0,47.0
19.0,-18.48,-98.65,-995.0,-223.0,811.0
19.27,-19.6,-92.98,-741.0,-114.0,233.0
19.89,-20.28,-88.16,-608.0,-704.0,569.0
20.82,-21.26,-85.07,-445.0,-77.0,255.0
21.92,-22.47,-83.45,-752.0,-286.0,820.0
23.02,-23.05,-82.06,-33.0,-404.0,521.0
24.34,-23.32,-80.91,-419.0,-165.0,146.0
25.89,-23.85,-80.55,-674.0,-536.0,829.0
27.58,-24.43,-81.21,-113.0,-798.0,468.0
29.46,-24.94,-83.47,-471.0,-686.0,444.0
32.0,-25.26,-87.74,-737.0,-552.0,51.0
,,,,,
70.41,-53.46,-137.29,-94.0,-442.0,396.0
11.09,-34.15,-117.36,84.0,937.0,448.0
15.89,-31.76,-128.27,769.0,234.0,829.0
20.19,-28.06,-140.31,492.0,262.0,519.0
23.93,-23.81,-153.34,759.0,580.0,938.0
26.78,-19.36,-166.89,512.0,377.0,34.0
28.37,14.19,179.34,808.0,777.0,867.0
28.8,8.19,165.97,-67.0,80.0,677.0
28.1,2.35,153.03,-634.0,533.0,719.0
26.62,-2.99,-141.15,-336.0,-390.0,540.0
24.72,-7.75,-130.14,-413.0,-851.0,477.0
22.21,-10.94,-119.62,-30.0,-139.0,474.0
19.46,-13.5,-110.05,-695.0,-619.0,308.0
17.14,-15.83,-101.99,-428.0,-806.0,973.0
14.7,-16.6,-94.81,-92.0,-766.0,194.0
12.61,-17.55,-88.77,-127.0,-453.0,878.0
12.26,-19.75,-85.04,-877.0,-538.0,838.0
13.56,-21.03,-83.16,-865.0,-586.0,477.0
15.96,-21.43,-82.56,-337.0,-779.0,300.0
19.06,-22.2,-82.9,-258.0,-654.0,822.0
22.16,-22.87,-83.34,-400.0,-52.0,273.0
24.37,-22.57,-82.95,-708.0,-486.0,114.0
25.72,-21.98,-81.86,-313.0,-233.0,862.0
26.86,-22.69,-81.53,-653.0,-801.0,159.0
28.1,-24.29,-82.62,-526.0,-354.0,514.0
29.54,-24.82,-84.17,-912.0,-973.0,923.0
31.9,-24.73,-86.6,-936.0,-552.0,650.0
35.14,-24.16,-90.3,-796.0,-803.0,625.0
38.63,-22.37,-94.9,-641.0,-621.0,426.0
42.47,-19.66,-101.28,-198.0,-306.0,605.0
,,,,,
80.73,-43.04,-146.98,-920.0,-267.0,827.0
35.1,18.62,171.75,240.0,549.0,682.0
36.0,12.6,157.54,-894.0,862.0,737.0
35.23,6.27,144.17,-750.0,110.0,951.0
33.55,0.08,131.81,-975.0,-550.0,244.0
31.48,-5.11,-120.54,-546.0,-296.0,321.0
29.11,-9.31,-110.61,-470.0,-417.0,376.0
26.59,-12.83,-101.82,-247.0,-609.0,380.0
24.18,-15.81,-94.26,-85.0,-1.0,588.0
22.15,-17.63,-87.47,-873.0,-388.0,974.0
21.07,-18.5,-81.92,-616.0,-578.0,16.0
21.27,-20.39,-78.15,-823.0,-721.0,597.0
22.24,-22.65,-75.7,-682.0,-785.0,930.0
23.06,-24.1,-73.8,-558.0,-185.0,555.0
23.79,-25.43,-72.46,-956.0,-578.0,954.0
24.77,-27.28,-71.76,-38.0,-686.0,640.0
26.1,-28.8,-71.58,-443.0,-327.0,484.0
27.77,-29.73,-71.88,-721.0,-684.0,251.0
30.22,-30.87,-73.25,-607.0,-19.0,50.0
33.6,-31.71,-76.43,-240.0,-74.0,538.0
37.83,-31.32,-81.06,-462.0,-865.0,739.0
43.34,-30.18,-88.33,-164.0,-722.0,670.0
48.96,-27.0,-96.52,-675.0,-680.0,255.0
53.49,-21.74,-103.63,-69.0,-401.0,546.0
57.49,-15.18,-111.63,-118.0,-781.0,316.0
60.67,-8.32,-121.57,-21.0,-533.0,754.0
63.18,-1.43,-132.0,-928.0,-376.0,918.0
64.96,5.78,141.81,-954.0,-449.0,626.0
66.7,12.81,152.83,-89.0,-642.0,91.0
,,,,,
72.5,-36.81,-146.91,-938.0,654.0,942.0
13.12,-50.83,-107.34,-444.0,-612.0,67.0
20.21,-50.95,-113.88,-373.0,-296.0,652.0
27.12,-49.31,-121.32,-803.0,-575.0,851.0
33.7,-46.7,-129.29,-256.0,-8.0,668.0
39.56,-42.83,-137.9,-748.0,-930.0,317.0
44.35,-37.79,-147.39,-505.0,-49.0,602.0
48.08,-31.81,-157.42,-997.0,-309.0,672.0
50.73,-24.86,-167.84,-994.0,-774.0,741.0
52.84,-17.79,-179.22,-265.0,-415.0,947.0
53.58,10.29,167.92,-753.0,-649.0,334.0
52.87,2.21,154.84,-869.0,-491.0,721.0
51.32,-5.57,-143.12,-88.0,-629.0,904.0
49.47,-12.24,-133.26,-533.0,-987.0,945.0
48.6,-17.33,-127.45,-420.0,-447.0,713.0
49.45,-19.78,-127.34,-974.0,-438.0,9.0
51.25,-19.24,-130.72,-293.0,-269.0,515.0
53.84,-16.19,-136.77,-622.0,-404.0,514.0
56.6,-10.4,-144.8,-314.0,-431.0,202.0
58.61,-2.6,-153.03,-440.0,-508.0,243.0
60.82,5.98,162.51,-690.0,90.0,107.0
63.24,15.04,173.37,-556.0,584.0,425.0
64.53,-24.06,-175.65,-742.0,286.0,243.0
65.46,-33.59,-163.68,-177.0,533.0,37.0
67.46,-43.97,-149.81,-835.0,920.0,643.0
67.73,-53.3,-137.5,-881.0,472.0,869.0
68.73,-61.79,-125.95,-265.0,760.0,59.0
,,,,,
63.74,-36.24,-155.91,-767.0,531.0,410.0
-0.75,-20.26,85.77,493.0,695.0,34.0
3.83,-21.19,-96.14,524.0,511.0,467.0
8.96,-21.32,-108.2,943.0,74.0,400.0
14.21,-19.8,-121.02,980.0,909.0,396.0
19.02,-18.12,-134.37,764.0,645.0,644.0
23.2,-15.69,-148.03,774.0,746.0,691.0
26.35,-11.96,-161.56,658.0,863.0,11.0
28.41,-7.32,-175.02,256.0,778.0,307.0
29.41,2.03,171.52,571.0,78.0,257.0
29.25,-3.06,-158.54,97.0,873.0,454.0
28.07,-7.59,-145.77,98.0,443.0,558.0
26.23,-11.41,-133.51,-674.0,-70.0,464.0
23.84,-14.39,-121.89,-72.0,-234.0,455.0
21.27,-16.84,-111.24,-870.0,-680.0,435.0
18.9,-18.7,-101.76,-94.0,-251.0,520.0
16.94,-19.43,-93.35,-675.0,-578.0,482.0
15.83,-20.43,-86.49,-600.0,-994.0,917.0
15.74,-22.55,-81.62,-795.0,-321.0,72.0
16.38,-24.55,-79.13,-675.0,-235.0,775.0
17.4,-25.28,-78.49,-706.0,-763.0,122.0
18.87,-25.84,-78.63,-648.0,-268.0,795.0
20.58,-26.51,-78.63,-707.0,-466.0,314.0
22.27,-26.96,-78.18,-694.0,-75.0,546.0
24.05,-27.68,-78.22,-293.0,-437.0,895.0
,,,,,
77.28,-60.58,-125.55,-840.0,-968.0,283.0
32.42,-15.86,-170.84,974.0,973.0,815.0
33.44,11.27,176.48,467.0,841.0,325.0
33.11,6.46,163.69,372.0,339.0,968.0
31.84,2.03,151.09,-888.0,700.0,475.0
29.63,-1.86,-139.33,-27.0,-35.0,522.0
27.11,-4.86,-128.7,-182.0,-124.0,545.0
24.73,-7.47,-119.23,-938.0,-986.0,732.0
22.71,-9.94,-111.03,-295.0,-36.0,952.0
21.21,-12.15,-103.79,-632.0,-955.0,179.0
20.2,-13.97,-97.09,-899.0,-272.0,371.0
19.33,-15.36,-90.48,-579.0,-254.0,454.0
18.51,-16.93,-83.96,-844.0,-784.0,425.0
17.93,-19.05,-77.97,-278.0,-904.0,120.0
17.55,-21.37,-72.83,-671.0,-790.0,908.0
17.43,-23.62,-69.06,-578.0,-617.0,787.0
17.81,-25.44,-66.98,-379.0,-373.0,146.0
18.84,-26.69,-66.3,-722.0,-97.0,695.0
20.38,-27.47,-66.34,-180.0,-873.0,56.0
22.1,-28.09,-66.9,-358.0,-577.0,286.0
24.14,-29.02,-68.48,-917.0,-198.0,590.0
26.73,-30.17,-71.74,-656.0,-543.0,953.0
30.09,-30.61,-76.82,-585.0,-651.0,554.0
34.01,-29.58,-83.46,-109.0,-613.0,142.0
38.65,-27.44,-91.81,-479.0,-613.0,396.0
43.43,-23.95,-101.34,-148.0,-508.0,458.0
47.39,-18.84,-110.66,-209.0,-203.0,179.0
,,,,,
74.53,-32.76,-161.6,-983.0,210.0,907.0
-18.08,-39.61,78.0,-437.0,-893.0,622.0
-15.98,-38.58,81.11,-794.0,-434.0,-348.0
-12.71,-37.92,86.49,76.0,-355.0,-326.0
-8.57,-38.44,93.51,215.0,-739.0,-919.0
-3.97,-39.07,101.95,746.0,-222.0,-847.0
1.02,-38.68,-111.83,922.0,-634.0,-428.0
6.15,-37.51,-122.67,128.0,-951.0,-918.0
10.88,-34.59,-134.84,832.0,-171.0,-200.0
15.42,-29.38,-148.75,742.0,403.0,520.0
19.6,-23.95,-162.71,285.0,193.0,188.0
23.3,-19.53,-176.44,665.0,86.0,653.0
26.04,14.99,169.81,168.0,127.0,989.0
27.72,10.35,155.9,632.0,803.0,128.0
28.36,4.71,142.34,-961.0,115.0,53.0
28.09,-1.03,-129.44,-454.0,-271.0,88.0
27.0,-5.6,-117.19,-623.0,-648.0,37.0
25.34,-10.51,-106.44,-272.0,-161.0,991.0
23.6,-16.46,-97.4,-299.0,-610.0,870.0
21.77,-21.08,-88.9,-462.0,-48.0,579.0
19.47,-23.27,-80.32,-108.0,-752.0,266.0
16.81,-24.64,-71.89,-143.0,-361.0,876.0
14.34,-26.26,-64.15,-864.0,-456.0,260.0
12.43,-28.0,-57.9,-982.0,-158.0,-327.0
11.22,-29.26,-54.24,-718.0,-387.0,264.0
11.37,-30.29,-53.67,-255.0,-556.0,711.0
12.84,-31.2,-54.42,-230.0,-571.0,593.0
15.24,-31.42,-55.23,-381.0,-201.0,88.0
18.17,-31.4,-56.59,-561.0,-621.0,178.0
,,,,,
77.96,-50.14,-145.54,-2.0,-941.0,-139.0
-14.87,-22.07,84.94,-746.0,892.0,892.0
-11.75,-22.81,90.64,-79.0,584.0,553.0
-7.92,-22.72,98.41,318.0,853.0,466.0
-3.82,-23.03,107.3,580.0,338.0,805.0
0.41,-24.11,-117.01,748.0,805.0,526.0
5.37,-24.98,-128.09,256.0,771.0,966.0
11.36,-26.66,-139.87,46.0,957.0,528.0
18.1,-28.38,-152.1,840.0,37.0,902.0
24.26,-27.51,-165.0,58.0,248.0,677.0
29.57,-25.45,-178.39,237.0,161.0,315.0
33.91,21.63,167.89,-165.0,746.0,883.0
36.85,16.65,154.44,-622.0,476.0,804.0
38.26,11.55,141.05,-85.0,-510.0,533.0
38.37,6.3,128.34,-176.0,-311.0,261.0
37.22,1.38,116.0,-295.0,-790.0,306.0
34.97,-3.15,-104.5,-45.0,-574.0,350.0
32.14,-7.56,-94.33,-877.0,-517.0,588.0
28.97,-11.51,-85.21,-262.0,-369.0,3.0
25.74,-14.67,-76.72,-423.0,-330.0,489.0
22.95,-17.5,-69.13,-791.0,-307.0,814.0
20.66,-19.71,-62.27,-433.0,-175.0,815.0
19.05,-21.45,-56.52,-635.0,-70.0,500.0
18.38,-23.46,-52.75,-246.0,-817.0,124.0
18.52,-25.45,-51.27,-249.0,-125.0,332.0
19.48,-27.0,-51.47,-474.0,-482.0,748.0
21.08,-28.16,-52.25,-991.0,-741.0,39.0
23.04,-29.48,-53.53,-269.0,-693.0,275.0
25.51,-31.02,-56.12,-438.0,-260.0,591.0
28.4,-32.28,-60.23,-889.0,-509.0,924.0
,,,,,
69.72,-53.28,-148.38,-611.0,-107.0,894.0
-20.53,-28.44,76.15,-516.0,695.0,638.0
-17.88,-29.62,80.8,-587.0,-883.0,-22.0
-14.26,-31.23,87.34,-281.0,-510.0,-133.0
-9.97,-32.97,95.62,287.0,281.0,22.0
-4.89,-34.83,105.04,585.0,778.0,240.0
0.63,-36.12,-115.21,390.0,901.0,641.0
6.62,-36.41,-126.27,628.0,720.0,165.0
12.59,-35.37,-138.12,979.0,13.0,645.0
18.42,-32.94,-150.91,240.0,620.0,62.0
23.85,-29.19,-164.52,636.0,852.0,96.0
28.23,-25.06,-179.15,792.0,283.0,224.0
31.24,19.76,164.57,535.0,10.0,29.0
32.03,13.08,147.92,-21.0,478.0,699.0
30.55,6.83,131.95,-61.0,877.0,451.0
27.9,1.17,117.6,-222.0,33.0,560.0
24.61,-4.09,-104.96,-550.0,-224.0,792.0
21.26,-8.85,-94.02,-523.0,-537.0,193.0
18.47,-12.39,-84.27,-296.0,-592.0,508.0
16.4,-14.58,-75.2,-938.0,-543.0,437.0
15.09,-16.95,-67.3,-860.0,-410.0,748.0
14.51,-19.58,-61.19,-677.0,-423.0,975.0
14.36,-21.16,-57.41,-850.0,-808.0,448.0
14.47,-21.89,-55.43,-653.0,-144.0,499.0
15.21,-23.24,-53.89,-329.0,-385.0,524.0
16.44,-24.75,-52.12,-821.0,-90.0,241.0
18.21,-26.53,-50.64,-453.0,-435.0,380.0
20.5,-28.48,-49.98,-867.0,-712.0,2.0
23.23,-30.51,-51.05,-169.0,-186.0,610.0
,,,,,
66.41,-53.23,-153.49,-934.0,-390.0,405.0
-15.46,-22.73,96.58,-426.0,-83.0,607.0
-12.91,-21.45,101.92,-941.0,819.0,358.0
-9.79,-20.45,109.32,196.0,321.0,330.0
-6.56,-21.51,117.9,842.0,973.0,424.0
-2.81,-22.92,127.99,399.0,645.0,567.0
1.77,-22.48,-140.28,798.0,137.0,142.0
7.13,-22.19,-153.63,904.0,53.0,612.0
12.88,-22.56,-167.62,618.0,879.0,886.0
18.35,21.39,177.28,200.0,137.0,804.0
22.8,18.95,161.94,980.0,260.0,855.0
25.79,15.86,146.3,76.0,372.0,107.0
27.32,11.19,131.06,-667.0,546.0,874.0
27.7,6.39,116.93,-49.0,170.0,967.0
27.03,2.61,103.59,-613.0,-186.0,78.0
25.74,-1.43,-92.11,-8.0,-607.0,71.0
24.24,-5.54,-82.42,-682.0,-962.0,183.0
22.77,-9.03,-74.01,-966.0,-992.0,402.0
21.63,-11.64,-66.65,-834.0,-225.0,553.0
21.11,-14.17,-60.37,-933.0,-378.0,539.0
21.14,-16.89,-54.99,-268.0,-447.0,201.0
21.59,-19.54,-50.48,-581.0,-473.0,578.0
22.17,-21.65,-47.05,-195.0,-213.0,187.0
22.66,-23.08,-45.3,-493.0,-483.0,479.0
23.11,-24.06,-44.42,-499.0,-585.0,99.0
23.52,-24.91,-43.43,-491.0,-547.0,818.0
23.89,-25.73,-42.14,-139.0,-182.0,291.0
24.46,-26.78,-40.87,-455.0,-662.0,577.0
25.33,-28.43,-40.42,-909.0,-239.0,796.0
,,,,,
74.35,-48.98,-173.0,-206.0,-16.0,120.0
-22.25,-19.56,89.51,-976.0,-254.0,921.0
-21.67,-19.75,89.54,-453.0,-277.0,90.0
-21.22,-20.72,89.19,-615.0,-11.0,66.0
-20.71,-21.84,88.8,-21.0,-616.0,238.0
-20.12,-22.31,89.82,-82.0,-871.0,-171.0
-19.2,-22.54,92.84,-769.0,-340.0,-628.0
-17.86,-24.06,97.34,662.0,-970.0,-217.0
-15.81,-26.5,103.58,639.0,452.0,158.0
-12.49,-28.74,111.99,599.0,593.0,846.0
-7.71,-30.91,122.84,894.0,926.0,17.0
-1.36,-34.91,135.75,54.0,160.0,876.0
6.91,-38.53,-150.72,598.0,547.0,537.0
15.31,-35.9,-167.91,-539.0,356.0,127.0
21.81,29.84,175.35,-256.0,54.0,350.0
26.2,24.6,159.55,-536.0,984.0,334.0
28.89,19.43,144.31,-432.0,830.0,653.0
30.04,13.54,129.9,-252.0,153.0,404.0
30.2,6.9,116.25,-260.0,178.0,778.0
29.88,-0.24,-103.83,-902.0,-827.0,65.0
28.62,-3.73,-91.1,-746.0,-440.0,670.0
26.99,-6.37,-78.87,-674.0,-952.0,765.0
25.57,-10.4,-68.73,-929.0,-426.0,940.0
24.48,-13.6,-59.55,-123.0,-757.0,70.0
23.94,-16.15,-51.3,-538.0,-895.0,705.0
24.09,-18.63,-44.75,-920.0,-870.0,844.0
25.07,-20.86,-41.17,-549.0,-678.0,415.0
26.5,-21.95,-39.96,-591.0,-168.0,824.0
,,,,,
63.85,53.11,178.98,-760.0,-769.0,-79.0
-15.22,-31.3,122.45,549.0,904.0,264.0
-18.92,-27.27,131.02,924.0,749.0,781.0
-22.96,-22.56,141.02,333.0,62.0,968.0
-26.42,-16.19,152.32,427.0,205.0,526.0
-28.36,-8.53,164.54,201.0,607.0,780.0
-28.52,-0.11,177.64,947.0,142.0,997.0
27.1,8.67,168.41,890.0,545.0,139.0
23.97,17.21,153.95,146.0,339.0,879.0
19.05,24.56,139.41,673.0,646.0,614.0
12.35,30.03,124.93,707.0,804.0,445.0
4.5,34.14,110.61,-363.0,881.0,483.0
3.8,36.54,96.67,-314.0,549.0,16.0
11.99,36.28,82.99,-900.0,-312.0,284.0
18.89,33.64,70.08,-278.0,-135.0,731.0
24.03,30.28,58.26,-626.0,-891.0,349.0
27.9,26.46,47.31,-240.0,-41.0,128.0
30.85,21.68,37.27,-865.0,-708.0,645.0
33.56,16.21,28.41,-263.0,-305.0,612.0
36.19,10.99,20.84,-846.0,-563.0,5.0
38.61,6.0,14.8,-569.0,-636.0,49.0
40.44,2.03,10.89,-433.0,-956.0,675.0
41.79,-0.81,-8.65,-59.0,-899.0,721.0
43.31,-3.54,-7.37,-473.0,-891.0,936.0
44.97,-5.37,-7.23,-613.0,-669.0,161.0
46.68,-5.81,-8.22,-716.0,-295.0,470.0
48.61,-4.81,-10.51,-842.0,-892.0,772.0
,,,,,
61.25,56.67,75.8,-813.0,-738.0,477.0
-10.82,-28.17,149.26,-838.0,-504.0,202.0
-10.82,-28.26,149.37,-837.0,-533.0,346.0
-10.63,-28.58,149.58,-158.0,-84.0,127.0
-10.44,-28.35,150.32,220.0,395.0,936.0
-11.13,-25.8,153.05,823.0,155.0,505.0
-12.53,-23.07,157.52,361.0,-717.0,-102.0
-15.23,-21.42,164.45,911.0,208.0,513.0
-18.36,-17.95,174.25,656.0,558.0,482.0
-21.14,11.86,173.63,409.0,230.0,729.0
-23.39,5.1,159.48,453.0,246.0,9.0
23.97,2.73,144.38,146.0,705.0,950.0
22.48,11.09,129.44,814.0,826.0,915.0
18.93,18.75,114.47,874.0,704.0,922.0
13.53,25.92,99.72,527.0,539.0,46.0
6.63,31.45,85.44,-269.0,473.0,42.0
1.01,33.89,71.69,-798.0,407.0,203.0
8.64,33.26,58.19,-462.0,-813.0,299.0
15.33,30.74,45.16,-140.0,-786.0,527.0
20.63,27.91,33.09,-267.0,-613.0,713.0
24.56,24.62,21.84,-852.0,-455.0,813.0
27.2,20.41,11.52,-976.0,-467.0,735.0
28.79,15.86,2.38,-570.0,-539.0,936.0
29.97,-11.56,-5.32,-389.0,-786.0,67.0
31.22,-7.4,-11.56,-324.0,-969.0,893.0
32.55,-3.48,-16.33,-2.0,-944.0,691.0
33.86,-0.0,-19.59,-846.0,-532.0,469.0
,,,,,
63.81,65.55,69.86,-628.0,-909.0,-942.0
-11.81,15.0,178.88,949.0,304.0,261.0
-12.29,15.09,175.55,986.0,241.0,441.0
-13.16,13.34,170.36,969.0,606.0,636.0
-14.08,10.08,163.96,78.0,246.0,444.0
-14.99,6.69,156.28,633.0,19.0,447.0
-15.81,3.39,146.98,935.0,954.0,662.0
16.13,0.74,136.09,567.0,172.0,179.0
15.65,5.85,123.72,618.0,57.0,585.0
13.77,11.47,110.41,64.0,263.0,694.0
10.48,17.26,96.57,475.0,738.0,604.0
5.84,22.25,82.77,437.0,785.0,328.0
0.01,25.92,69.01,487.0,599.0,178.0
6.09,27.95,55.51,-185.0,701.0,384.0
11.88,27.94,41.84,-420.0,547.0,682.0
16.93,25.73,28.22,-705.0,-803.0,823.0
20.96,22.45,15.27,-312.0,-540.0,197.0
23.9,18.79,2.67,-890.0,-463.0,504.0
26.02,-14.36,-9.32,-935.0,-636.0,535.0
27.45,-9.74,-20.51,-712.0,-758.0,550.0
28.38,-5.42,-30.88,-8.0,-996.0,514.0
28.79,-0.88,-40.04,-570.0,-36.0,605.0
29.04,-3.98,-47.69,-12.0,-55.0,507.0
29.23,-8.46,-53.58,-429.0,-338.0,767.0
29.54,-11.89,-57.63,-589.0,-550.0,100.0
30.24,-14.69,-59.82,-652.0,-335.0,500.0
31.38,-17.42,-60.23,-870.0,-961.0,967.0
33.2,-20.03,-58.76,-152.0,-346.0,312.0
,,,,,
58.34,48.94,50.23,-728.0,-886.0,516.0
12.96,7.82,153.2,-357.0,-107.0,173.0
12.85,9.39,153.53,-173.0,-133.0,464.0
12.77,10.98,153.96,-884.0,-56.0,870.0
12.58,12.37,154.43,-585.0,-713.0,790.0
12.22,13.57,154.19,-946.0,-126.0,583.0
11.4,14.33,152.08,116.0,952.0,427.0
9.99,15.06,147.68,398.0,833.0,184.0
8.18,16.46,141.24,611.0,924.0,411.0
6.05,18.46,132.96,756.0,348.0,642.0
3.47,20.3,123.15,505.0,931.0,62.0
0.43,21.97,112.27,396.0,431.0,675.0
3.19,23.22,100.42,189.0,655.0,321.0
7.51,23.67,87.75,319.0,104.0,800.0
12.41,23.21,74.43,394.0,943.0,85.0
17.65,22.01,60.21,149.0,231.0,43.0
22.55,19.56,45.37,468.0,793.0,654.0
26.25,15.7,30.51,96.0,214.0,64.0
28.17,10.94,16.03,-279.0,140.0,929.0
28.33,5.76,1.62,-97.0,394.0,809.0
27.09,-0.53,-12.28,-256.0,725.0,736.0
24.78,-3.71,-25.31,-351.0,-824.0,822.0
21.84,-6.6,-37.31,-917.0,-499.0,87.0
18.85,-9.1,-47.92,-865.0,-469.0,611.0
16.55,-12.04,-56.87,-616.0,-498.0,193.0
15.27,-15.41,-64.11,-882.0,-154.0,485.0
,,,,,
57.35,46.15,48.26,-308.0,-404.0,-579.0
16.51,12.78,154.18,-412.0,-135.0,429.0
15.89,12.41,153.52,-230.0,-851.0,84.0
14.97,10.88,152.32,-79.0,-37.0,155.0
12.93,8.33,148.41,434.0,651.0,942.0
9.59,6.29,139.79,638.0,952.0,985.0
6.25,6.5,127.83,608.0,926.0,928.0
2.65,8.25,113.33,487.0,8.0,28.0
2.06,10.66,96.51,583.0,576.0,115.0
7.74,12.91,78.53,491.0,6.0,457.0
13.49,13.98,59.89,802.0,863.0,848.0
18.15,13.08,41.31,930.0,839.0,60.0
20.98,10.52,23.19,841.0,366.0,416.0
22.06,5.06,6.07,-183.0,706.0,696.0
21.84,-1.31,-9.9,-339.0,256.0,434.0
20.38,-5.34,-24.3,-521.0,192.0,237.0
18.08,-8.57,-36.94,-710.0,-96.0,54.0
15.75,-12.04,-47.58,-215.0,-664.0,17.0
13.72,-14.89,-56.48,-48.0,-47.0,152.0
11.87,-16.88,-63.78,-91.0,-91.0,466.0
10.03,-18.47,-69.54,-371.0,-581.0,136.0
8.72,-20.84,-73.78,-699.0,-835.0,40.0
8.46,-24.16,-76.28,-245.0,-357.0,661.0
9.54,-27.16,-77.15,-784.0,-440.0,665.0
11.79,-29.58,-76.48,-998.0,-137.0,360.0
15.27,-31.66,-73.93,-948.0,-431.0,301.0
20.54,-33.4,-68.96,-689.0,-436.0,566.0
27.09,-32.74,-61.89,-261.0,-61.0,943.0
33.67,-29.19,-53.69,-886.0,-230.0,218.0
,,,,,
73.24,9.57,7.22,-356.0,861.0,377.0
-24.04,4.37,144.15,-395.0,-412.0,294.0
-23.22,4.17,142.78,-926.0,-401.0,406.0
-22.38,2.8,142.18,-140.0,-162.0,579.0
-21.6,1.14,142.24,-555.0,-116.0,616.0
20.92,0.11,142.83,-862.0,-72.0,508.0
20.47,0.7,143.7,-625.0,-998.0,519.0
20.18,0.95,144.59,-329.0,-92.0,592.0
19.91,0.78,145.36,-999.0,-69.0,703.0
19.54,0.41,145.98,-625.0,-1.0,810.0
-19.02,0.0,146.46,-182.0,-783.0,306.0
-18.16,0.04,146.38,-88.0,-418.0,636.0
17.1,0.12,145.13,-296.0,-864.0,602.0
16.04,0.61,141.31,-136.0,-155.0,206.0
