roll,pitch,yaw,accX,accY,accZ
48.58,26.16,49.54,-614.0,-657.0,367.0
45.89,24.6,51.73,-439.0,-862.0,466.0
43.6,22.83,54.11,-56.0,-996.0,574.0
41.86,21.69,56.56,-476.0,-866.0,628.0
40.77,22.19,58.68,-865.0,-516.0,409.0
40.43,24.86,59.84,-123.0,-220.0,965.0
40.51,29.06,60.56,-689.0,-1.0,462.0
40.26,33.76,62.11,-804.0,-481.0,989.0
38.12,37.75,65.61,-958.0,-559.0,597.0
33.84,41.02,70.71,-546.0,-542.0,493.0
28.02,44.55,76.54,-965.0,-469.0,790.0
21.92,49.45,81.82,-115.0,-30.0,828.0
,,,,,
26.11,44.68,112.01,-573.0,-764.0,884.0
1.82,24.35,67.02,-25.0,-108.0,559.0
0.34,24.93,66.82,-135.0,-421.0,826.0
2.71,25.65,67.01,-551.0,-794.0,930.0
5.07,25.36,67.36,-596.0,-216.0,846.0
7.26,24.23,67.82,-437.0,-643.0,597.0
9.26,23.28,68.44,-139.0,-774.0,589.0
10.84,22.39,69.12,-584.0,-681.0,725.0
11.96,21.0,69.63,-534.0,-620.0,620.0
12.77,18.93,69.93,-576.0,-604.0,282.0
13.66,15.96,70.03,-321.0,-584.0,654.0
14.49,11.53,70.01,-79.0,-829.0,270.0
15.35,6.11,70.19,-575.0,-246.0,-36.0
16.16,2.82,70.59,-185.0,-407.0,490.0
16.8,2.1,71.49,-922.0,-162.0,355.0
17.04,1.74,72.23,-434.0,-228.0,8.0
16.79,1.66,72.5,-519.0,-311.0,654.0
16.24,1.67,72.44,-659.0,-63.0,185.0
15.82,1.27,72.17,-258.0,-412.0,466.0
,,,,,
-19.65,8.52,94.57,72.0,356.0,309.0
-43.8,33.1,61.93,-625.0,-968.0,374.0
-41.55,29.01,58.87,-116.0,-607.0,306.0
-39.28,25.3,55.73,-629.0,-162.0,10.0
-37.03,22.1,52.74,-137.0,-622.0,738.0
-34.96,19.54,49.94,-387.0,-220.0,556.0
-32.93,17.86,47.36,-831.0,-871.0,444.0
-30.82,16.97,45.29,-455.0,-420.0,313.0
-28.65,16.59,44.0,-229.0,-737.0,194.0
-26.62,16.34,43.58,-915.0,-776.0,146.0
-24.81,16.17,44.03,-630.0,-536.0,22.0
-23.19,15.94,45.36,-459.0,-289.0,845.0
-21.68,15.6,47.59,-214.0,-30.0,691.0
-20.31,15.34,50.8,-751.0,-940.0,526.0
-19.56,15.47,55.06,-689.0,-600.0,335.0
-19.45,16.01,60.56,-994.0,-514.0,125.0
-19.48,16.84,67.19,968.0,904.0,710.0
-19.12,16.79,74.55,430.0,618.0,22.0
-18.65,15.19,82.21,471.0,869.0,322.0
-18.92,13.81,88.88,67.0,-492.0,-334.0
-20.2,15.11,92.81,-113.0,-672.0,-80.0
-22.41,20.23,93.64,-20.0,-148.0,-10.0
-26.04,27.8,92.0,-926.0,-106.0,248.0
-31.45,35.71,88.6,-827.0,-468.0,23.0
-38.85,42.6,83.79,-976.0,-880.0,856.0
-48.28,47.87,77.81,-647.0,-432.0,481.0
-59.28,51.44,71.17,-96.0,-958.0,917.0
-70.83,53.4,64.54,-247.0,-418.0,76.0
,,,,,
7.82,11.13,47.1,-827.0,782.0,139.0
-11.07,33.39,107.85,750.0,31.0,94.0
-8.21,24.74,106.15,368.0,360.0,11.0
-6.03,16.35,103.08,26.0,848.0,101.0
-4.03,8.99,98.82,305.0,807.0,469.0
-1.87,3.38,93.39,-282.0,865.0,50.0
0.45,0.33,87.02,-347.0,549.0,745.0
2.87,2.4,80.19,-860.0,919.0,570.0
5.19,3.21,73.52,-15.0,37.0,532.0
7.23,3.11,67.6,-959.0,181.0,522.0
8.85,2.44,62.76,-823.0,402.0,553.0
9.93,1.56,59.09,-726.0,743.0,606.0
10.43,0.64,56.49,-715.0,202.0,677.0
10.36,-0.3,-54.88,-691.0,788.0,744.0
9.84,-1.36,-54.31,-638.0,580.0,808.0
8.9,-2.65,-54.83,-516.0,869.0,931.0
7.45,-4.14,-56.7,-252.0,935.0,54.0
5.33,-5.71,-60.04,-756.0,146.0,126.0
3.41,-6.63,-64.59,-450.0,125.0,581.0
2.51,-5.3,-69.97,405.0,719.0,546.0
1.72,-1.16,-75.54,-430.0,-221.0,305.0
0.46,3.93,80.55,-826.0,140.0,534.0
1.86,7.42,84.93,-337.0,488.0,489.0
5.07,7.34,88.61,-531.0,425.0,205.0
,,,,,
-19.94,32.95,105.17,-815.0,-15.0,714.0
-17.18,31.92,107.1,-505.0,-486.0,24.0
-15.59,29.4,108.51,114.0,556.0,998.0
-11.44,19.27,109.92,243.0,831.0,726.0
-8.85,13.18,108.06,753.0,516.0,507.0
-5.03,2.61,99.16,155.0,5.0,38.0
3.79,1.43,93.5,-492.0,72.0,190.0
0.31,5.96,82.19,-88.0,701.0,934.0
1.88,6.82,76.41,-782.0,794.0,781.0
5.66,8.27,65.18,-851.0,334.0,814.0
7.01,8.84,60.27,-439.0,96.0,989.0
-18.44,19.81,104.04,-877.0,463.0,5.0
-20.23,26.38,103.91,316.0,996.0,689.0
-22.07,34.23,101.73,-410.0,-450.0,219.0
-24.67,42.16,98.21,-837.0,-285.0,268.0
-28.2,48.77,94.41,-241.0,-669.0,577.0
-31.97,53.39,91.35,-604.0,-48.0,626.0
-34.98,56.38,89.44,-559.0,-557.0,255.0
-36.94,58.55,88.47,-809.0,-951.0,595.0
-37.63,60.27,88.36,-895.0,-978.0,684.0
-36.64,61.54,89.17,-134.0,-751.0,667.0
-33.97,62.2,90.81,-320.0,-631.0,657.0
-30.15,62.08,92.98,-514.0,-357.0,595.0
-25.83,61.25,95.34,-605.0,-35.0,432.0
-22.12,59.71,97.36,-378.0,-281.0,395.0
-19.16,57.08,99.23,402.0,11.0,324.0
-15.55,53.53,101.25,54.0,798.0,889.0
-11.93,49.48,102.21,-808.0,-371.0,309.0
-9.4,44.8,101.49,-780.0,-496.0,506.0
-8.32,39.16,99.25,-706.0,-302.0,884.0
-8.04,32.25,96.13,142.0,961.0,191.0
-7.52,24.49,92.82,611.0,459.0,329.0
-6.47,16.92,89.27,463.0,593.0,484.0
-4.48,5.37,80.45,742.0,169.0,857.0
-3.67,0.31,71.61,-424.0,491.0,146.0
-3.8,0.11,68.22,-803.0,500.0,91.0
,,,,,
-12.73,11.23,87.39,-882.0,-262.0,138.0
-12.69,7.94,92.12,-993.0,-325.0,-86.0
-14.35,11.55,96.24,-665.0,-629.0,-480.0
-15.22,17.99,95.52,-305.0,-947.0,-406.0
-16.51,32.76,93.14,-995.0,-279.0,490.0
-16.98,37.5,92.72,-409.0,-726.0,328.0
-16.77,39.58,94.56,-959.0,-646.0,536.0
-14.39,39.11,99.43,-545.0,-297.0,186.0
-13.99,40.18,99.94,-469.0,-45.0,170.0
-16.64,20.15,75.08,-387.0,-2.0,-258.0
-18.14,20.4,70.42,-470.0,-856.0,8.0
-19.97,21.16,66.4,-667.0,-292.0,380.0
-22.28,22.06,62.99,-829.0,-709.0,833.0
-24.99,22.9,60.22,-19.0,-112.0,265.0
-27.94,23.68,58.12,-105.0,-169.0,680.0
-31.32,24.82,56.62,-58.0,-965.0,239.0
-34.99,26.6,55.64,-173.0,-256.0,917.0
-38.6,29.0,55.3,-560.0,-47.0,563.0
-41.72,32.03,55.8,-58.0,-832.0,40.0
-44.21,35.72,57.32,-676.0,-150.0,473.0
-45.85,40.02,60.07,-561.0,-835.0,779.0
-46.2,44.67,64.27,-850.0,-833.0,815.0
-44.43,49.32,70.18,-130.0,-474.0,672.0
-39.74,53.64,77.79,-113.0,-92.0,429.0
-31.78,57.01,86.8,656.0,317.0,971.0
-21.72,59.31,96.3,556.0,605.0,495.0
-11.68,61.41,104.61,233.0,492.0,408.0
-2.5,64.05,110.43,491.0,772.0,965.0
5.83,-67.05,-113.34,381.0,518.0,890.0
13.04,-69.81,-113.81,877.0,238.0,612.0
19.13,-72.59,-112.29,792.0,814.0,189.0
24.84,-75.88,-108.99,982.0,448.0,934.0
32.2,-79.15,-105.14,414.0,928.0,715.0
41.27,-81.67,-101.8,997.0,392.0,340.0
,,,,,
-25.5,59.37,90.5,-847.0,-117.0,901.0
-8.25,29.03,104.2,213.0,61.0,724.0
-8.74,28.91,103.57,-152.0,-7.0,819.0
-9.15,29.0,102.86,-211.0,-255.0,903.0
-9.49,29.05,102.18,-267.0,-264.0,983.0
-9.84,28.96,101.55,-268.0,-181.0,45.0
-10.15,28.86,100.95,-154.0,-54.0,110.0
-10.38,28.93,100.39,143.0,1.0,118.0
-10.35,28.93,100.07,-381.0,-102.0,28.0
-9.93,28.46,100.17,-662.0,-451.0,792.0
-9.21,27.33,100.71,-832.0,-818.0,471.0
-8.42,25.46,101.53,-814.0,-989.0,106.0
-7.75,22.93,102.53,-548.0,-966.0,795.0
-7.34,20.27,103.53,-946.0,-809.0,553.0
-7.28,18.19,104.35,-260.0,-543.0,475.0
-7.56,17.25,104.78,-200.0,-327.0,495.0
-8.0,17.52,104.81,-228.0,-170.0,632.0
-8.48,18.48,104.6,193.0,105.0,890.0
-8.97,19.39,104.45,646.0,532.0,124.0
,,,,,
15.77,18.98,79.29,-950.0,-95.0,-87.0
0.71,2.07,104.86,-350.0,491.0,997.0
2.82,4.88,102.4,-940.0,192.0,916.0
4.72,7.65,99.78,-571.0,972.0,889.0
6.26,10.17,97.19,-149.0,531.0,894.0
7.5,12.17,94.82,-659.0,644.0,932.0
8.56,13.48,92.73,-49.0,337.0,949.0
9.56,14.22,90.92,-134.0,947.0,958.0
10.45,14.9,89.4,-43.0,529.0,4.0
11.19,15.88,88.19,-33.0,113.0,84.0
11.62,17.36,87.38,-161.0,898.0,168.0
11.57,19.22,87.11,-472.0,731.0,239.0
10.91,21.07,87.54,-824.0,634.0,298.0
9.57,22.62,88.62,-61.0,450.0,317.0
7.67,23.75,90.16,-169.0,152.0,379.0
5.36,24.42,91.98,-200.0,921.0,460.0
2.82,24.69,93.92,-96.0,834.0,558.0
0.24,24.63,95.84,-914.0,930.0,709.0
2.08,24.2,97.51,-823.0,867.0,888.0
3.82,23.14,98.76,-853.0,728.0,965.0
4.78,21.49,99.55,-545.0,601.0,746.0
5.02,19.61,100.02,-136.0,476.0,570.0
4.83,17.61,100.26,-871.0,702.0,416.0
4.35,15.76,100.27,-472.0,748.0,49.0
3.52,14.48,100.25,-13.0,326.0,565.0
5.22,13.21,109.27,-260.0,-396.0,-152.0
,,,,,
10.28,-3.13,-79.78,-515.0,-293.0,-540.0
11.01,-4.39,-80.21,-186.0,-246.0,-498.0
11.02,-2.88,-80.99,-290.0,-505.0,-342.0
10.13,-0.3,-81.85,-767.0,-615.0,-0.0
8.5,1.09,83.09,-271.0,-273.0,-712.0
6.51,0.16,85.11,-374.0,-739.0,-629.0
2.59,-5.54,-92.18,-49.0,-559.0,-188.0
-1.44,23.48,98.52,487.0,-859.0,-497.0
-1.54,22.0,99.89,-304.0,-34.0,-764.0
-2.43,21.64,101.49,-489.0,-203.0,-629.0
-4.32,22.23,102.88,-590.0,-190.0,-188.0
-7.08,23.76,104.01,-551.0,-129.0,572.0
-10.44,26.05,104.96,-245.0,61.0,456.0
-13.88,28.55,105.92,215.0,244.0,364.0
-16.74,30.73,107.29,696.0,212.0,158.0
-18.59,32.34,109.53,960.0,302.0,484.0
-19.01,32.93,113.39,395.0,585.0,422.0
-18.34,32.33,118.89,139.0,310.0,325.0
-17.1,30.99,124.7,359.0,543.0,308.0
-14.99,29.66,129.39,-726.0,-157.0,715.0
-12.14,28.36,132.68,-667.0,-841.0,383.0
-9.47,27.33,134.35,-9.0,-166.0,-59.0
-7.33,27.73,133.88,-214.0,-612.0,-625.0
-5.88,30.0,131.66,-187.0,-152.0,-397.0
-5.64,33.71,127.72,-842.0,-865.0,-145.0
-6.4,37.64,122.58,-243.0,-498.0,141.0
-6.67,40.76,118.18,-271.0,-90.0,387.0
-5.9,43.16,115.11,-389.0,-610.0,349.0
-4.59,45.16,113.04,-572.0,-674.0,358.0
-3.35,46.56,111.53,-734.0,-308.0,847.0
-2.43,47.6,110.11,-641.0,-59.0,271.0
-1.79,48.67,108.71,498.0,151.0,583.0
-1.05,49.89,107.59,670.0,665.0,972.0
,,,,,
11.62,-48.79,-117.19,864.0,356.0,898.0
6.72,-50.82,-110.77,365.0,542.0,298.0
3.42,-44.97,-108.03,73.0,494.0,28.0
-0.94,36.98,104.3,632.0,402.0,29.0
-3.53,34.21,101.73,782.0,478.0,981.0
-8.16,31.65,95.93,303.0,40.0,227.0
-12.64,30.32,89.82,125.0,328.0,347.0
-14.27,29.85,86.96,-244.0,-964.0,242.0
-18.31,39.97,96.04,-209.0,-769.0,111.0
-20.0,44.84,94.9,-634.0,-888.0,830.0
-20.68,46.96,95.2,-221.0,-982.0,67.0
-20.32,47.05,96.74,-847.0,-63.0,996.0
-19.47,46.3,98.84,-244.0,-835.0,739.0
-18.54,45.71,100.9,-546.0,-708.0,552.0
-17.74,46.11,102.42,-76.0,-502.0,541.0
-17.17,47.57,103.15,-112.0,-134.0,666.0
-16.67,49.67,103.36,-135.0,-892.0,980.0
-16.11,52.39,103.19,-147.0,-478.0,360.0
-15.25,54.71,103.16,624.0,822.0,634.0
-13.71,54.84,104.29,776.0,776.0,164.0
-10.24,52.1,107.73,948.0,213.0,38.0
-6.21,48.17,111.91,-615.0,-180.0,32.0
-3.59,45.21,114.69,-619.0,-913.0,592.0
-3.06,44.61,115.17,183.0,270.0,903.0
-5.0,46.25,113.17,361.0,430.0,804.0
-8.98,49.77,108.8,484.0,266.0,325.0
-13.19,54.0,103.46,3.0,354.0,244.0
-15.41,57.28,99.73,-512.0,-404.0,3.0
-14.93,58.84,98.44,-365.0,-399.0,204.0
-13.42,58.48,98.75,-332.0,-172.0,538.0
-39.91,58.52,82.1,-9.0,-585.0,127.0
,,,,,
-46.18,61.89,76.5,-232.0,-734.0,504.0
-9.96,29.44,70.89,-884.0,-23.0,575.0
-4.99,26.6,71.91,-627.0,-203.0,34.0
-0.81,23.26,73.21,-446.0,-584.0,531.0
2.57,-19.65,-74.99,-748.0,-150.0,264.0
5.13,-16.04,-77.21,4.0,290.0,979.0
6.95,-12.22,-79.72,493.0,699.0,578.0
8.12,-7.86,-82.4,76.0,269.0,137.0
8.57,-3.04,-85.15,257.0,-782.0,-247.0
8.23,1.58,87.92,-2.0,-496.0,-656.0
6.92,4.89,90.72,-423.0,-285.0,-66.0
4.8,5.69,93.54,-313.0,-448.0,-473.0
2.44,3.84,96.29,-163.0,-987.0,-774.0
0.14,0.25,98.75,-219.0,-448.0,-779.0
-2.15,3.93,100.89,-53.0,-916.0,-550.0
-4.62,8.25,102.57,-206.0,-335.0,-298.0
-7.35,12.61,103.61,260.0,-573.0,-823.0
-9.82,15.74,105.14,-11.0,-108.0,-416.0
-11.91,17.57,107.06,-88.0,-744.0,-133.0
-13.67,18.88,109.2,-161.0,-167.0,-31.0
-15.19,19.7,111.49,-298.0,-419.0,-32.0
-16.54,20.18,113.89,-422.0,-713.0,-41.0
,,,,,
7.35,2.37,91.19,-316.0,798.0,672.0
4.62,3.79,87.97,-632.0,174.0,710.0
1.8,4.93,84.91,-868.0,393.0,651.0
7.42,7.33,78.65,-731.0,641.0,475.0
10.55,9.0,77.57,-563.0,832.0,448.0
13.57,11.19,76.83,-689.0,174.0,447.0
25.74,27.11,76.6,-14.0,584.0,431.0
11.01,20.09,102.42,-222.0,731.0,363.0
8.34,20.98,99.18,-17.0,-908.0,618.0
5.07,21.9,95.26,-672.0,-85.0,801.0
1.26,22.43,90.77,-368.0,-148.0,938.0
2.93,22.31,85.92,-919.0,870.0,5.0
7.36,21.55,81.14,-154.0,740.0,997.0
11.83,20.55,76.85,-19.0,296.0,997.0
16.23,19.95,73.14,-602.0,889.0,55.0
20.58,19.88,69.97,-335.0,338.0,167.0
24.75,20.34,67.4,-366.0,477.0,246.0
28.4,21.45,65.62,-432.0,538.0,255.0
30.87,23.01,65.03,-622.0,345.0,266.0
31.91,24.64,65.89,-981.0,63.0,337.0
31.65,26.01,68.11,-294.0,986.0,369.0
30.45,26.81,71.29,-449.0,218.0,266.0
28.56,26.99,75.18,-565.0,356.0,95.0
25.88,26.76,79.59,-562.0,272.0,911.0
22.22,26.21,84.54,-285.0,754.0,717.0
17.45,24.78,90.09,-73.0,294.0,491.0
12.25,21.9,95.84,-966.0,604.0,297.0
7.17,17.5,101.38,-625.0,51.0,174.0
2.45,11.64,106.33,-92.0,631.0,204.0
,,,,,
-10.01,8.67,82.66,-667.0,-224.0,220.0
-8.06,6.12,81.1,-265.0,-14.0,60.0
2.99,3.22,73.5,-68.0,-308.0,389.0
5.28,4.34,71.92,-38.0,-113.0,708.0
14.67,16.37,88.06,-237.0,-132.0,-191.0
11.15,14.15,92.23,-58.0,-73.0,-131.0
7.66,10.91,96.29,-568.0,927.0,9.0
4.44,7.16,99.83,-812.0,689.0,234.0
1.55,3.63,102.65,-999.0,345.0,507.0
0.98,0.91,104.7,-307.0,794.0,695.0
-3.07,0.79,106.11,-87.0,190.0,782.0
-4.68,1.94,106.93,-170.0,629.0,673.0
-5.92,2.89,107.17,-305.0,184.0,487.0
-6.95,4.08,106.88,-412.0,-128.0,349.0
-7.84,5.55,106.15,-155.0,-449.0,131.0
-8.71,7.23,105.06,-33.0,-667.0,109.0
-9.59,9.35,103.55,-379.0,-934.0,408.0
-10.25,11.44,101.7,-993.0,-112.0,682.0
-10.56,13.75,99.47,-312.0,-193.0,974.0
-10.54,16.59,96.64,-765.0,-234.0,356.0
-10.37,19.46,93.26,-738.0,-259.0,732.0
-10.66,21.89,89.68,-688.0,-321.0,335.0
-11.07,22.58,85.86,-178.0,-137.0,331.0
-11.07,21.16,82.77,-560.0,-522.0,549.0
-10.37,18.28,80.29,-408.0,-507.0,512.0
-9.07,16.23,78.33,-532.0,-535.0,405.0
-7.19,14.7,76.84,-328.0,-418.0,144.0
-4.84,13.38,75.75,-78.0,-259.0,936.0
-2.29,12.17,74.82,-717.0,-56.0,955.0
,,,,,
-10.44,9.76,102.91,782.0,646.0,787.0
0.18,22.68,74.58,-251.0,-230.0,40.0
2.71,20.03,70.02,-790.0,-300.0,140.0
5.36,18.45,66.35,-654.0,-59.0,132.0
8.17,17.93,63.37,-188.0,-769.0,134.0
11.01,17.7,60.96,-625.0,-271.0,94.0
13.85,17.65,58.96,-913.0,254.0,964.0
16.69,17.59,57.33,-112.0,692.0,811.0
19.46,17.38,56.18,-990.0,57.0,722.0
22.04,17.23,55.62,-807.0,312.0,623.0
24.44,17.46,55.61,-442.0,829.0,488.0
26.5,18.12,56.01,-892.0,572.0,327.0
28.26,19.33,56.5,-425.0,30.0,333.0
29.8,21.19,56.74,-827.0,118.0,344.0
31.18,22.54,56.84,-464.0,65.0,189.0
32.19,22.99,57.22,-653.0,946.0,58.0
32.59,22.75,58.12,-657.0,852.0,40.0
32.35,22.26,59.42,-487.0,760.0,148.0
31.53,21.66,60.92,-492.0,617.0,227.0
30.15,20.94,62.61,-305.0,599.0,352.0
28.3,20.57,64.43,-142.0,664.0,534.0
26.14,20.56,66.38,-353.0,730.0,651.0
23.71,20.52,68.47,-683.0,602.0,679.0
21.11,20.32,70.84,-840.0,453.0,560.0
18.46,19.92,73.38,-59.0,150.0,334.0
,,,,,
6.91,12.58,83.9,-780.0,-276.0,443.0
12.34,16.52,66.04,-251.0,745.0,365.0
15.05,16.78,65.32,-467.0,228.0,242.0
17.54,16.82,65.06,-728.0,738.0,84.0
19.68,16.49,65.31,-1.0,-188.0,-129.0
21.3,15.77,66.18,-136.0,-507.0,-343.0
-14.79,6.73,105.92,-760.0,-484.0,324.0
-16.44,8.06,103.72,-384.0,-800.0,439.0
-17.53,9.06,100.29,-940.0,-618.0,571.0
